,"﻿""sno""",sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act
115,500203094,YouBike2.0_興穀國小,15,10,三重區,20231118113914,25.04937,121.47421,神農街/五谷王北街42巷(東北側),Sanchong Dist,YouBike2.0_Xinggu Elementary School,"Shennong St. & Ln. 42, Wuguwang N. St.(Northeast)",5,1
116,500203095,YouBike2.0_三重區停八停車場,17,3,三重區,20231118113914,25.05365,121.47621,興德路55號南側,Sanchong Dist,"YouBike2.0_Parking Lot No.8, Sanchong","No. 55, Xingde Rd.(South)",14,1
117,500203096,YouBike2.0_國道車路頭街口,20,4,三重區,20231118113914,25.07307,121.48424,國道路一段39巷1號對面,Sanchong Dist,YouBike2.0_Guodao Rd. & Chelutou St. Intersection,"No.1, Ln.39, Sec.1, Guodao Rd. (opposite)",16,1
118,500203097,YouBike2.0_仁愛街422巷口,17,12,三重區,20231118113914,25.08153,121.49026,仁愛街423-1號對面,Sanchong Dist,"YouBike2.0_Ln.422, Ren'ai St.","No. 423-1, Ren'ai St. (opposite)",5,1
119,500203098,YouBike2.0_德厚公園,15,1,三重區,20231118113914,25.04883,121.47809,重新路五段/重新路五段317巷(東南側),Sanchong Dist,YouBike2.0_Dehou Park,"Sec. 5, Chongxin Rd. & Ln. 317, Sec. 5, Chongxin Rd. (Southeast)",14,1
120,500203099,YouBike2.0_永德市民活動中心,20,4,三重區,20231118113914,25.07285,121.48842,永德街37號(對側),Sanchong Dist,YouBike2.0_Yongde Civil Activity Center,"No. 37, Yongde St. (Opposite)",16,1
121,500203100,YouBike2.0_龍濱公園,14,2,三重區,20231118113914,25.07298,121.50218,秀江街28號(對面),Sanchong Dist,YouBike2.0_Longbin Park,"No. 28, Xiujiang St. (Opposite)",12,1
122,500203102,YouBike2.0_碧華國中(三賢街),30,7,三重區,20231118113914,25.08861,121.48832,三賢街101號(對面),Sanchong Dist,YouBike2.0_Bi-Hua Junior High School (Sanxian St.),"No. 101, Sanxian St. (Opposite)",22,1
123,500203103,YouBike2.0_溪尾街(國道橋下),15,0,三重區,20231118113914,25.07486,121.49151,溪尾街12號旁(國道橋下),Sanchong Dist,YouBike2.0_Xiwei St. (Under Freeway),"No. 12, Xiwei St. (Side ,Under Freeway)",15,1
124,500203106,YouBike2.0_自強臨時平面停車場,21,16,三重區,20231118113914,25.08229,121.49515,自強路五段89號(對面),Sanchong Dist,YouBike2.0_Ziqiang Parking Lot,"No. 89, Sec. 5, Ziqiang Rd. (Opposite)",5,1
125,500205001,YouBike2.0_恩主公醫院,50,14,三峽區,20231118113914,24.93891,121.36355,復興路399號東北側,Sanxia Dist,YouBike2.0_En Chu Kong Hospital,"No.399, Fuxing Rd.(Northeast)",35,1
126,500205002,YouBike2.0_安溪國小,22,2,三峽區,20231118113914,24.93122,121.37265,中華路42號,Sanxia Dist,YouBike2.0_Anxi Elementary School,"No.42, Zhonghua Rd., Sanxia Dist.",20,1
127,500205003,YouBike2.0_介壽國小,21,14,三峽區,20231118113914,24.93026,121.37912,大同路1號(北側),Sanxia Dist,YouBike2.0_Jieshou Elementary School,"No. 1, Datong Rd. (North)",6,1
128,500205004,YouBike2.0_安溪國中,16,7,三峽區,20231118113914,24.92638,121.37185,大同路135號(西側),Sanxia Dist,YouBike2.0_Anxi Junior high School,"No. 135, Datong Rd. (West)",3,1
129,500205005,YouBike2.0_三峽國光青年社會住宅,16,8,三峽區,20231118113914,24.93743,121.37686,三樹路5號西北側,Sanxia Dist,YouBike2.0_Sanxia Guoguang Youth Rental House,"No. 5, Sanshu Rd. (Northwest)",7,1
130,500205006,YouBike2.0_三峽區公所(三峽老街),28,10,三峽區,20231118113914,24.9339,121.36929,民權街36號南側,Sanxia Dist,YouBike2.0_Sanxia District Office(Sanxia Old Street),"No. 36, Minquan St. (South)",18,1
131,500205007,YouBike2.0_中園國小,16,10,三峽區,20231118113914,24.92785,121.36752,弘園街22號,Sanxia Dist,YouBike2.0_Zhongyuan elementary school,"No.22, Hongyuan St., Sanxia Dist",6,1
132,500205008,YouBike2.0_復興民生街口,20,10,三峽區,20231118113914,24.937,121.373,復興路45號(前),Sanxia Dist,YouBike2.0_Fuxing & Minsheng St. Intersection,"No. 45, Fuxing Rd., Sanxia Dist.",10,1
133,500205009,YouBike2.0_三峽國中,29,11,三峽區,20231118113914,24.9389,121.369,復興路238號(前人行道),Sanxia Dist,YouBike2.0_Sanxia Junior High School,"No. 238, Fuxing Rd. (front)",18,1
134,500205010,YouBike2.0_海洋公園,19,9,三峽區,20231118113914,24.94776,121.37676,大義路277號,Sanxia Dist,YouBike2.0_Ocean Park,"No. 277, Dayi Rd.",10,1
135,500205011,YouBike2.0_龍埔國小,30,4,三峽區,20231118113914,24.94104,121.37676,大學路47號對側,Sanxia Dist,YouBike2.0_Longpu elementary school,"No.47, Daxue Rd., Sanxia Dist.",26,1
136,500205012,YouBike2.0_國立臺北大學(三峽校區),58,19,三峽區,20231118113914,24.94594,121.3729,大學路160號(對側),Sanxia Dist,YouBike2.0_National Taipei University(Sanxia Campus),"No.160, Daxue Rd.(Opposite)",38,1
137,500205013,YouBike2.0_三鶯國民運動中心,17,9,三峽區,20231118113914,24.93697,121.36858,文化路210巷15號(對面),Sanxia Dist,YouBike2.0_Sanying Civil Sports Center,"No.15, Ln. 210, Wenhua Rd., Sanxia Dist.",8,1
138,500205014,YouBike2.0_臺北大學(音律資訊大樓),50,11,三峽區,20231118113914,24.94278,121.36992,圖資大道/法政路口(東南側),Sanxia Dist,YouBike2.0_NTPU(Computer Center),Tuzi Blvd. & Fazheng Rd. Intersection(Southeast),39,1
139,500205015,YouBike2.0_臺北大學體育館,22,10,三峽區,20231118113914,24.93974,121.36688,大學路151號(台北大學體育館前),Sanxia Dist,YouBike2.0_National Taipei University(stadium),"No. 151, Daxue Rd.(National Taipei University(stadium)",12,1
140,500205016,YouBike2.0_中華愛國路口,10,4,三峽區,20231118113914,24.9327,121.37462,愛國路71號(旁),Sanxia Dist,YouBike2.0_Zhonghua Ai'guo Rd. Intersection,"No. 71, Ai'guo Rd",6,1
141,500205017,YouBike2.0_中山科學研究院,14,4,三峽區,20231118113914,24.90328,121.35512,中正路3段1號(前),Sanxia Dist,YouBike2.0_National Chung-Shan Institute of Science & Technology,"No. 1, Section 3, Zhongzheng Rd.(Front)",10,1
142,500205018,YouBike2.0_學成大義路口(學成路一),13,4,三峽區,20231118113914,24.94477,121.37803,大義路195號(東南側公車站旁),Sanxia Dist,YouBike2.0_Xuecheng Dayi Rd.Intersection (Xuecheng Rd. 1),"No. 195, Dayi Rd.(Southeast Bus station)",8,1
143,500205019,YouBike2.0_龍埔三樹路98巷口,22,9,三峽區,20231118113914,24.93989,121.38393,三樹路98巷175號(旁),Sanxia Dist,"YouBike2.0_Longpu & Ln. 98, Sancshu Rd. Intersection","No. 175, Ln. 98, Sanshu Rd.",13,1
144,500205020,YouBike2.0_三峽區礁溪行政中心,16,4,三峽區,20231118113914,24.92843,121.37592,光明路96-100號對面,Sanxia Dist,YouBike2.0_Sanxia District Jiaoxi Administration Center,"No. 96-100, Guangming Rd. (Opposite)",12,1
145,500205021,YouBike2.0_新北市客家文化園區,17,12,三峽區,20231118113914,24.94207,121.36034,隆恩街239號(前人行道),Sanxia Dist,YouBike2.0_Hakka Museum New Taipei City Government,"No.239, Long’en St., Sanxia Dist.",5,1
146,500205022,YouBike2.0_龍恩公園,21,8,三峽區,20231118113914,24.94135,121.37052,國際一街90號南側,Sanxia Dist,YouBike2.0_longen Park,"No. 90, Guoji 1st St. (South)",12,1
147,500205023,YouBike2.0_龍埔公園,23,6,三峽區,20231118113914,24.93841,121.3742,國光街73號(對面),Sanxia Dist,YouBike2.0_Longpu Park,"No.73, Guoguang St., Sanxia Dist",17,1
148,500205024,YouBike2.0_大智中山路口,20,4,三峽區,20231118113914,24.93782,121.36084,大智路25號(前),Sanxia Dist,YouBike2.0_Dazhi Wenhua Rd.Intersection,"No.25, Dazhi Rd.",16,1
149,500205025,YouBike2.0_明德高中,27,17,三峽區,20231118113914,24.90742,121.36472,中正路二段399號(西北側),Sanxia Dist,YouBike2.0_Mingde High School,"No. 399, Sec. 2, Zhongzheng Rd.(Northwest)",10,1
150,500205026,YouBike2.0_學府大學路口,18,1,三峽區,20231118113914,24.94779,121.3718,學府路6號,Sanxia Dist,YouBike2.0_Xuefu Daxue Rd. Intersection,"No. 6, Xuefu Rd.",17,1
151,500205027,YouBike2.0_學府大德路口,12,0,三峽區,20231118113914,24.94864,121.37362,大德路493號北側,Sanxia Dist,YouBike2.0_Xuefu Dade Rd. Intersection,"No. 493, Dade Rd.(North)",12,0
152,500205028,YouBike2.0_大德學勤路口,15,1,三峽區,20231118113914,24.94634,121.37506,學勤路105號,Sanxia Dist,YouBike2.0_Dade Xueqin Rd. Intersection,"No. 105, Xueqin Rd.",14,1
153,500205029,YouBike2.0_學勤大觀路口,15,9,三峽區,20231118113914,24.94584,121.37430,學勤路86號,Sanxia Dist,YouBike2.0_Xueqin Daguan Rd. Intersection,"No. 86, Xueqin Rd.",6,1
154,500205030,YouBike2.0_學成大德路口,13,9,三峽區,20231118113914,24.94334,121.37634,學成路278號,Sanxia Dist,YouBike2.0_Xuecheng Dade Rd. Intersection,"No. 278, Xuecheng Rd.",4,1
155,500205031,YouBike2.0_三樹大德路口,15,1,三峽區,20231118113914,24.94163,121.37871,三樹路197號,Sanxia Dist,YouBike2.0_Sanshu Dade Rd. Intersection,"No. 197, Sanshu Rd.",14,1
156,500205032,YouBike2.0_大義三樹路口,14,8,三峽區,20231118113914,24.94357,121.37899,大義路7號,Sanxia Dist,YouBike2.0_Dayi Sanshu Rd. Intersection,"No. 7, Dayi Rd.",6,1
157,500205033,YouBike2.0_中園國小(民權街),19,7,三峽區,20231118113914,24.92853,121.36767,民權街209號,Sanxia Dist,YouBike2.0_Zhongyuan Elementary School(Minquan St.),"No. 209, Minquan St.",12,1
158,500205034,YouBike2.0_三峽國小(中山路),21,0,三峽區,20231118113914,24.93474,121.36779,中山路16號,Sanxia Dist,YouBike2.0_Sanxia Elementary School(Zhongshan Rd.),"No. 16, Zhongshan Rd.",21,1
159,500205035,YouBike2.0_臺北大學宿舍(學成路),20,9,三峽區,20231118113914,24.94092,121.36856,學成路3號,Sanxia Dist,YouBike2.0_National Taipei University Dormitory(Xuecheng Rd.),"No. 3, Xuecheng Rd.",11,1
160,500205036,YouBike2.0_國際二國學街口,15,9,三峽區,20231118113914,24.94319,121.37233,國際二街33號,Sanxia Dist,YouBike2.0_Guoji 2nd Guoxue St. Intersection,"No. 33, Guoji 2nd St.",6,1
161,500205037,YouBike2.0_大學學成路口,11,9,三峽區,20231118113914,24.94298,121.37521,大學路113號,Sanxia Dist,YouBike2.0_Daxue Xuecheng Rd. Intersection,"No. 113, Daxue Rd.",2,1
162,500205038,YouBike2.0_國慶三樹路口,20,8,三峽區,20231118113914,24.93826,121.37738,國慶路2號,Sanxia Dist,YouBike2.0_Guoqing Sanshu Rd. Intersection,"No. 2, Guoqing Rd.",12,1
163,500205039,YouBike2.0_三樹大學路口,14,4,三峽區,20231118113914,24.93951,121.37816,三樹路69號,Sanxia Dist,YouBike2.0_Sanshu Daxue Rd. Intersection,"No. 69, Sanshu Rd.",10,1
164,500205040,YouBike2.0_薇多綠雅社區(警衛亭),19,5,三峽區,20231118113914,24.90883,121.35816,二鬮路136巷49號北側,Sanxia Dist,YouBike2.0_Victoria Community(Guard Booth),"No. 49, Ln. 136, Erjiu Rd.(North)",12,1
165,500205041,YouBike2.0_薇多綠雅社區(活動中心),15,9,三峽區,20231118113914,24.90955,121.35727,二鬮路136巷73號北側,Sanxia Dist,YouBike2.0_Victoria Community(Activity Center),"No. 73, Ln. 136, Erjiu Rd.(North)",6,1
166,500205042,YouBike2.0_溪東市民活動中心,20,6,三峽區,20231118113914,24.93192,121.40753,溪東路218巷3號前,Sanxia Dist,YouBike2.0_Xidong Civil Activity Center,"No. 3, Ln. 218, Xidong Rd.",12,1
167,500205043,YouBike2.0_光明路69巷口,10,6,三峽區,20231118113914,24.92918,121.37726,光明路69巷37號,Sanxia Dist,"YouBike2.0_Ln. 69, Guangming Rd. Intersection","No. 37, Ln. 69, Guangming Rd.",4,1
168,500205044,YouBike2.0_大同路270巷口,15,5,三峽區,20231118113914,24.92526,121.36551,大同路268號對側,Sanxia Dist,"YouBike2.0_Ln. 270, Datong Rd. Intersection","No. 268, Datong Rd.(Opposite)",10,1
169,500205045,YouBike2.0_龍埔自行車道(民生街1巷),20,6,三峽區,20231118113914,24.93455,121.37824,民生街1巷5-82號,Sanxia Dist,"YouBike2.0_Longpu Bikeway (Ln. 1, Minsheng St.)","No. 5-82, Ln. 1, Minsheng St.",14,1
170,500205046,YouBike2.0_龍埔介壽路口,16,12,三峽區,20231118113914,24.93513,121.39008,介壽路二段25號東側,Sanxia Dist,YouBike2.0_Longpu & Jieshou Intersection,"No. 25, Sec. 2, Jieshou Rd.(East)",4,1
171,500205047,YouBike2.0_國慶學成路口,10,5,三峽區,20231118113914,24.94095,121.37397,學成路216號(南側),Sanxia Dist,YouBike2.0_0,"No. 216, Xuecheng Rd.(South)",5,1
172,500205048,YouBike2.0_中園街福隆宮,15,5,三峽區,20231118113914,24.92239,121.36717,中園街124號(旁),Sanxia Dist,YouBike2.0_Zhongyuan St. Fulong Temple,"No. 124, Zhongyuan St.",10,1
173,500205049,YouBike2.0_臺北大學蓮池,24,8,三峽區,20231118113914,24.94723,121.37117,臺北大學蓮池,Sanxia Dist,YouBike2.0_NTPU Lotus Pond,NTPU Lotus Pond,16,1
174,500205050,YouBike2.0_臺北大學商學院(尋鳶大道),11,2,三峽區,20231118113914,24.94557,121.37249,尋鳶大道/中央大道(西北側),Sanxia Dist,YouBike2.0_NTPU College of Business (Kite-Seeking Avenue),Kite-Seeking Avenue & Central Avenue (Northwest),9,1
175,500205051,YouBike2.0_臺北大學商學院(法商大道),26,15,三峽區,20231118113914,24.94499,121.37146,法商大道/中央大道(東北側),Sanxia Dist,YouBike2.0_法商大道/中央大道(東北側),Law & Commerce Avenue & Central Avenue (Northeast),11,1
176,500205052,YouBike2.0_臺北大學行政大樓(法商大道),23,12,三峽區,20231118113914,24.94494,121.3712,法商大道/中央大道(西北側),Sanxia Dist,YouBike2.0_法商大道/中央大道(西北側),Law & Commerce Avenue & Central Avenue (Northeast),11,1
177,500205053,YouBike2.0_臺北大學法學院(鳶飛大道),29,15,三峽區,20231118113914,24.94438,121.37333,臺北大學法學院(鳶飛大道),Sanxia Dist,YouBike2.0_臺北大學法學院(鳶飛大道),NTPU College of Law (Kite-Soaring Avenue),14,1
178,500205054,YouBike2.0_臺北大學公共事務大樓(法商大道),22,11,三峽區,20231118113914,24.94363,121.37212,臺北大學公共事務大樓(法商大道),Sanxia Dist,YouBike2.0_NTPU College of Public Affairs (Law & Commerce Avenue),NTPU College of Public Affairs (Law & Commerce Avenue),11,1
179,500205055,YouBike2.0_臺北大學公共事務大樓(公政大道),23,14,三峽區,20231118113914,24.94325,121.37121,臺北大學公共事務大樓(公政大道),Sanxia Dist,YouBike2.0_臺北大學公共事務大樓(公政大道),NTPU College of Public Affairs (Public Affairs & Administration Avenue),8,1
180,500205056,YouBike2.0_臺北大學行政大樓(公政大道),34,13,三峽區,20231118113914,24.94457,121.37037,公政大道/中央大道(東北側),Sanxia Dist,YouBike2.0_NTPU Administration Center(Law & Commerce Avenue),Public Affairs & Administration Avenue & Central Avenue (Northeast),21,1
181,500205057,YouBike2.0_臺北大學社科院(公政大道),25,11,三峽區,20231118113914,24.94441,121.3701,公政大道/中央大道(西北側),Sanxia Dist,YouBike2.0_NTPU College of Social Sciences (Public Affairs & Administration Avenue),Public Affairs & Administration Avenue & Central Avenue (Northwest),14,1
182,500205058,YouBike2.0_臺北大學社科院(圖資大道),27,12,三峽區,20231118113914,24.94396,121.36912,臺北大學社科院(圖資大道),Sanxia Dist,YouBike2.0_臺北大學社科院(圖資大道),NTPU College of Social Sciences (Library & Information Avenue),15,1
183,500205059,YouBike2.0_臺北大學田徑場(體風路),30,16,三峽區,20231118113914,24.9395,121.36433,臺北大學田徑場(體風路),Sanxia Dist,YouBike2.0_臺北大學田徑場(體風路),NTPU Athletic Field (Sprotsmanship Rd.),14,1
184,500205060,YouBike2.0_臺北大學隆恩哨(忘憂路),15,3,三峽區,20231118113914,24.94254,121.36547,臺北大學隆恩哨(忘憂路),Sanxia Dist,YouBike2.0_NTPU Long'en Gate (The Merry Rd.),NTPU Long'en Gate (The Merry Rd.),12,1
185,500205061,YouBike2.0_臺北大學懷德居木師基地,14,8,三峽區,20231118113914,24.94334,121.36743,臺北大學懷德居木師基地,Sanxia Dist,YouBike2.0_臺北大學懷德居木師基地,"NTPU Woodworking Complex, HDG",6,1
186,500205062,YouBike2.0_北大高中,23,9,三峽區,20231118113914,24.9492,121.37505,大義路277號(北側),Sanxia Dist,YouBike2.0_Bei Da High School,"No. 277, Dayi Rd.(North)",14,1
187,500205063,YouBike2.0_光明停車場,15,9,三峽區,20231118113914,24.93036,121.37410,光明路/愛國路(東側停車場內),Sanxia Dist,YouBike2.0_Guangming Parking Lot,Guangming Rd./ Aiguo Rd. (East),6,1
188,500205064,YouBike2.0_八安大橋(清水街),10,5,三峽區,20231118113914,24.92701,121.36891,中園街13號(清水街側),Sanxia Dist,YouBike2.0_Ba'an Bridge,"No. 13, Zhongyuan St.(Qingshui St. side)",4,1
189,500205065,YouBike2.0_三峽中山公園,15,4,三峽區,20231118113914,24.93561,121.36584,文化路/中山路口(西南側),Sanxia Dist,YouBike2.0_Sanxia Zhongshan Park,Wenhua Rd. & Zhongshan Rd. (Southwest),11,1
190,500205066,YouBike2.0_三鶯國民運動中心停車場,22,3,三峽區,20231118113914,24.93614,121.36941,文化路164號(對面),Sanxia Dist,YouBike2.0_Sanying Civil Sports Center Parking Lot,"No. 164, Wenhua Rd. (Opposite)",19,1
191,500206001,YouBike2.0_華南頂埔科技大樓,40,4,土城區,20231118113914,24.96046,121.41716,民權路1號,Tucheng Dist,YouBike2.0_Hua Nan Dingpu Technology Building,"No. 1, Minquan St.",36,1
192,500206002,YouBike2.0_新北高工(學士路),28,2,土城區,20231118113914,24.98216,121.45277,學士路41號(前),Tucheng Dist,YouBike2.0_New Taipei Industrial Vocational High School (Xueshi Rd.),"No. 41, Xueshi Rd.",26,1
193,500206003,YouBike2.0_清水社區公園,34,1,土城區,20231118113914,24.98382,121.46353,延吉街381巷與延吉街口,Tucheng Dist,YouBike2.0_Qing Shui Community Park,"Ln. 381, Yanji St. & Yanji St. Intersection",32,1
194,500206004,YouBike2.0_土城仁愛社區公園,34,1,土城區,20231118113914,24.98071,121.46035,仁愛路12號旁,Tucheng Dist,YouBike2.0_Tucheng Renai Park,"No. 12, Ren’ai Rd.",33,1
195,500206005,YouBike2.0_清和里(青雲路),32,21,土城區,20231118113914,24.97513,121.45874,青雲路449號(對面),Tucheng Dist,YouBike2.0_Qinghe Village(Qingyun Rd.),"No.449, Qingyun Rd.",11,1
196,500206006,YouBike2.0_斬龍山遺址文化公園,54,0,土城區,20231118113914,24.97666,121.44770,龍山一街與金城路二段路口,Tucheng Dist,YouBike2.0_Zhanlongshan Archaeological Park,"Longshan 1st St./Sec. 2, Jincheng Rd., Tucheng Dist.",54,1
197,500206007,YouBike2.0_中央路一段292巷口,48,1,土城區,20231118113914,24.98279,121.44383,中央路一段274號(對面),Tucheng Dist,"YouBike2.0_Ln. 292, Sec. 1, Zhongyang Rd. Intersection","No. 274, Sec. 1, Zhongyang Rd., Tucheng Dist.(opposite)",47,1
198,500206008,YouBike2.0_中華城林路口,18,2,土城區,20231118113914,24.97525,121.43883,中華路二段165號前(天橋下),Tucheng Dist,YouBike2.0_Zhonghua & Chenglin Intersection,"No. 165, Sec. 2, Zhonghua Rd.",16,1
199,500206009,YouBike2.0_頂埔市場,24,0,土城區,20231118113914,24.95816,121.41504,中州路28巷30號,Tucheng Dist,YouBike2.0_Dingpu Market,"No. 30, Ln. 28, Zhongzhou Rd., Tucheng Dist.",24,1
200,500206010,YouBike2.0_土城綜合體育場,46,2,土城區,20231118113914,24.98367,121.45423,裕民路195巷旁,Tucheng Dist,YouBike2.0_Tucheng Sports Field,"Ln. 195, Yumin Rd.",44,1
201,500206011,YouBike2.0_捷運海山站(1號出口),56,30,土城區,20231118113914,24.98441,121.44855,裕生路67巷14號前人行道(東側),Tucheng Dist,YouBike2.0_MRT Haishan,"No.14, Ln 67, Yusheng Rd.(East)",26,1
202,500206012,YouBike2.0_學成公園,32,2,土城區,20231118113914,24.98803,121.45151,學成路72號對面公園(西南側),Tucheng Dist,YouBike2.0_Xuecheng Park,"No. 72, Xuecheng Rd., Tucheng Dist.",30,1
203,500206013,YouBike2.0_員和公園,56,8,土城區,20231118113914,24.978918316048684,121.44275033207957,中央路二段66號對面(東側),Tucheng Dist,YouBike2.0_Yuanhe Park,"No.66, Sec. 2, Zhongyang Rd., Tucheng Dist.(opposite)",47,1
204,500206014,YouBike2.0_捷運土城站(2號出口),31,8,土城區,20231118113914,24.9728,121.44395,捷運土城站公車站牌旁人行道,Tucheng Dist,YouBike2.0_MRT Tucheng Sta.(Exit 2),MRT Tucheng Sta.(Exit 2),23,1
205,500206015,YouBike2.0_金城忠義路口,35,4,土城區,20231118113914,24.9691,121.44024,金城路一段18號旁(西側),Tucheng Dist,YouBike2.0_Jincheng & Zhongyi Intersection,"No. 18, Sec. 1, Jincheng Rd.(West)",31,1
